Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
48.0658,-66.56601,44.1,295.495,0
48.06536,-66.5663,44.8,295.548,1
48.06492,-66.56659,43.9,295.602,0
48.06473,-66.56671,43.3,295.625,-1
48.063943,-66.56723,41.8,295.72,-2
48.063157,-66.56775,40.5,295.816,-2
48.06237,-66.56827,38.6,295.912,-2
48.06193,-66.56857,37.1,295.966,-2
48.061325,-66.568985,38.7,296.04,0
48.06072,-66.5694,39,296.114,1
48.05994,-66.56991,37,296.208,-1
48.05942,-66.57025,35,296.272,-3
48.05903,-66.5705,32.8,296.319,-4
48.05884,-66.57062,31.1,296.342,-4
48.05875,-66.57069,31,296.353,-4
48.05865,-66.57076,30.9,296.365,-4
48.05853,-66.57086,29.9,296.381,-5
48.05841,-66.57095,28.6,296.396,-5
48.05832,-66.57103,28,296.407,-5
48.0582,-66.57114,28,296.423,-5
48.05806,-66.57128,26.7,296.442,-5
48.05787,-66.57147,25.4,296.467,-5
48.05772,-66.57167,25,296.49,-4
48.05757,-66.57185,24.6,296.511,-3
48.05741,-66.57209,23.7,296.536,-4
48.05729,-66.57227,23.6,296.555,-3
48.05719,-66.57245,23.4,296.572,-2
48.05703,-66.57273,23.5,296.6,-1
48.05691,-66.57294,22.9,296.62,-2
48.0568,-66.57317,22.2,296.641,-1
48.0567,-66.57339,21.5,296.661,-2
48.0566,-66.57364,20.5,296.683,-3
48.05651,-66.57388,20.5,296.703,-3
48.05641,-66.57414,19.9,296.726,-3
48.05632,-66.57445,18.5,296.751,-3
48.05624,-66.57471,16.8,296.772,-4
48.05617,-66.57497,16,296.793,-4
48.05612,-66.57517,15.4,296.809,-5
48.05607,-66.5754,14.8,296.827,-5
48.05603,-66.57562,14.7,296.844,-4
48.05599,-66.57589,14.4,296.864,-4
48.05588,-66.57663,14.6,296.921,-1
48.05581,-66.57715,14.8,296.96,0
48.05573,-66.57762,15.8,296.996,1
48.05567,-66.57798,15.1,297.024,1
48.05563,-66.57824,15.7,297.044,1
48.05558,-66.57849,16.1,297.063,1
48.05553,-66.57873,15.9,297.082,1
48.05546,-66.57905,16.3,297.107,0
48.0554,-66.57935,16,297.13,1
48.0553,-66.57974,16.4,297.161,1
48.05521,-66.58006,15.9,297.187,0
48.05511,-66.58041,16.3,297.216,0
48.05505,-66.58064,16.3,297.234,0
48.05498,-66.58086,16.5,297.252,0
48.05491,-66.58108,16.1,297.27,0
48.05478,-66.58145,16,297.301,0
48.05457,-66.58203,15.2,297.35,-1
48.05434,-66.58265,14.8,297.403,-1
48.05411,-66.58327,14.1,297.456,-1
48.05373,-66.5843,14.3,297.543,0
48.05337,-66.58528,14.2,297.627,0
48.05317,-66.58589,14.9,297.677,0
48.05306,-66.58624,15.3,297.706,1
48.05292,-66.5867,15.5,297.744,1
48.0528,-66.58713,15.8,297.778,1
48.05271,-66.58748,16,297.806,1
48.05261,-66.5879,15.9,297.839,0
48.05245,-66.58863,15,297.897,-1
48.05237,-66.58904,15,297.928,-1
48.05227,-66.58958,17.1,297.97,1
48.05219,-66.59005,17.5,298.006,2
48.05211,-66.59059,17.7,298.047,2
48.05199,-66.59139,17.2,298.108,0
48.051855,-66.592255,17.4,298.174,0
48.05172,-66.59312,17.6,298.24,0
48.051595,-66.593965,16.7,298.305,-1
48.05147,-66.59481,13.3,298.369,-3
48.0513,-66.59591,14.2,298.453,-2
48.05116,-66.59684,15.6,298.524,1
48.0511,-66.59732,15.5,298.561,1
48.05103,-66.59781,17.5,298.598,2
48.05099,-66.59821,18.1,298.628,2
48.05095,-66.59857,17.3,298.655,1
48.05091,-66.59895,15.8,298.684,0
48.05089,-66.59933,17.2,298.712,0
48.05086,-66.59968,16.6,298.738,-1
48.05085,-66.59999,17,298.761,0
48.05083,-66.60035,17.7,298.788,2
48.05082,-66.6007,18.3,298.814,1
48.05082,-66.60112,18.5,298.846,2
48.05082,-66.60163,17.6,298.884,0
48.05083,-66.60217,17.7,298.924,-1
48.05085,-66.60291,18,298.979,0
48.050903,-66.604073,16.6,299.066,-1
48.050957,-66.605237,15.2,299.152,-2
48.05101,-66.6064,15.7,299.239,-1
48.051075,-66.607675,15,299.334,0
48.05114,-66.60895,14,299.43,-1
48.0512,-66.610145,10.9,299.519,-2
48.05126,-66.61134,10,299.608,-2
48.05131,-66.61247,12.1,299.692,1
48.05137,-66.613675,12.5,299.782,1
48.05143,-66.61488,10.9,299.872,-1
48.05148,-66.615953,12,299.952,0
48.05153,-66.617027,13,300.032,1
48.05158,-66.6181,13,300.112,1
48.05163,-66.61944,15,300.212,1
48.05167,-66.62023,14.3,300.271,1
48.0517,-66.62067,14.2,300.304,1
48.05174,-66.62116,12.9,300.341,-2
48.05179,-66.62166,10,300.378,-4
48.05188,-66.62238,9,300.433,-4
48.05197,-66.623,9,300.48,-1
48.05205,-66.62344,9,300.514,-1
48.05213,-66.62384,9,300.545,0
48.05219,-66.62416,9.3,300.57,0
48.05228,-66.62454,9.8,300.6,1
48.05236,-66.62489,10,300.627,1
48.05248,-66.62533,10,300.663,1
48.05256,-66.62561,10.5,300.685,1
48.0527,-66.62606,11,300.722,1
48.05293,-66.62677,11,300.781,1
48.053175,-66.627505,11.1,300.842,0
48.05342,-66.62824,12.5,300.903,1
48.0538,-66.62938,13.7,300.998,2
48.05395,-66.62982,14,301.035,1
48.05409,-66.63026,14.4,301.071,1
48.05424,-66.63075,15,301.111,1
48.05433,-66.63106,14.7,301.136,1
48.05443,-66.63142,13.8,301.165,0
48.0545,-66.63168,13,301.186,-1
48.05456,-66.63192,11.9,301.205,-2
48.05465,-66.63226,10,301.232,-4
48.05473,-66.6326,9,301.259,-5
48.05481,-66.63295,7.9,301.287,-5
48.05488,-66.63331,7,301.315,-5
48.05495,-66.63373,7.4,301.347,-2
48.05502,-66.63415,8.6,301.379,0
48.05508,-66.63456,9.1,301.41,1
48.05513,-66.63497,10.3,301.441,3
48.05518,-66.63542,10.7,301.475,3
48.05524,-66.63588,12.1,301.51,3
48.05531,-66.63651,13.3,301.558,3
48.05539,-66.63722,13,301.611,1
48.05548,-66.63805,13.1,301.674,0
48.05551,-66.63841,12.6,301.701,0
48.05554,-66.63867,12.8,301.72,0
48.05555,-66.639,12.9,301.745,0
48.05557,-66.63945,13.9,301.778,1
48.05557,-66.64017,15,301.832,2
48.05556,-66.64044,14.2,301.852,1
48.05555,-66.64079,12.2,301.878,-1
48.05553,-66.6411,12,301.901,-2
48.05549,-66.64153,13,301.934,-2
48.05544,-66.64203,13.2,301.971,-1
48.05537,-66.64249,12.8,302.006,1
48.0553,-66.64292,12.4,302.039,-1
48.05524,-66.64324,12.1,302.064,-1
48.05516,-66.64362,11.6,302.094,-1
48.0551,-66.64385,11.2,302.112,-1
48.05506,-66.644,11.5,302.124,-1
48.05501,-66.64419,11.7,302.139,-1
48.05494,-66.64445,11.3,302.16,-1
48.05485,-66.64474,10.8,302.184,-1
48.05478,-66.64497,10.4,302.203,-1
48.0547,-66.64519,9.9,302.221,-1
48.05457,-66.64558,8.2,302.254,-3
48.054275,-66.646425,6.5,302.325,-3
48.05398,-66.64727,6.1,302.396,-2
48.053595,-66.648365,4.5,302.488,-1
48.05321,-66.64946,4.3,302.58,-1
48.05299,-66.65009,6.7,302.633,2
48.05277,-66.65072,9.9,302.686,5
48.052535,-66.65138,12.1,302.741,5
48.0523,-66.65204,12.2,302.797,2
48.05215,-66.6525,12.1,302.835,1
48.05202,-66.6529,10.9,302.868,-1
48.05191,-66.65326,10.3,302.898,-2
48.05183,-66.65356,10.4,302.922,-1
48.05175,-66.65386,9.2,302.946,-3
48.05171,-66.65405,8.5,302.96,-3
48.05167,-66.65424,6.7,302.975,-4
48.05162,-66.65453,4.2,302.998,-6
48.05159,-66.65473,3.4,303.013,-6
48.05155,-66.65494,2.2,303.029,-8
48.05153,-66.65513,2.9,303.043,-6
48.0515,-66.65534,4.5,303.059,-4
48.05147,-66.65567,7.5,303.084,1
48.05145,-66.65599,8.3,303.108,4
48.05143,-66.65637,10.4,303.136,8
48.05142,-66.65667,10.6,303.159,7
48.05143,-66.657,9.9,303.183,4
48.05144,-66.65735,8.9,303.209,1
48.05145,-66.65768,7.9,303.234,0
48.05149,-66.65832,4.4,303.282,-5
48.05153,-66.65898,2.5,303.331,-5
48.05159,-66.65999,2.1,303.407,-2
48.05164,-66.66082,1.1,303.469,-1
48.05169,-66.66165,2.4,303.531,0
48.05175,-66.66288,4.7,303.622,2
48.05178,-66.66339,4.9,303.66,2
48.05179,-66.66364,5,303.679,2
48.0518,-66.6639,5,303.698,2
48.0518,-66.66428,5.6,303.727,1
48.05179,-66.66461,6,303.751,1
48.05178,-66.66489,6,303.772,1
48.05176,-66.66521,6.8,303.796,2
48.05174,-66.66546,7,303.815,2
48.05171,-66.66567,7.3,303.831,2
48.05169,-66.66584,7.4,303.844,2
48.05166,-66.66609,7.2,303.863,1
48.05162,-66.66642,8,303.888,2
48.05155,-66.6668,7.6,303.917,1
48.0515,-66.66709,7.3,303.939,0
48.05143,-66.66738,6.9,303.962,0
48.05133,-66.66773,6.3,303.99,-2
48.05121,-66.66814,5.6,304.024,-2
48.05111,-66.66844,5.8,304.049,-1
48.051,-66.66875,7,304.075,0
48.05088,-66.66908,7.8,304.103,1
48.05077,-66.66937,8,304.128,2
48.0505,-66.6701,7.5,304.19,0
48.050183,-66.670937,6.6,304.261,-1
48.049867,-66.671773,6.8,304.333,0
48.04955,-66.67261,6,304.404,0
48.04945,-66.67287,6.2,304.427,0
48.049048,-66.673936,8,304.518,2
48.048645,-66.675003,9,304.609,2
48.048243,-66.676069,10.1,304.7,1
48.04784,-66.677135,10,304.791,1
48.047438,-66.678201,10,304.882,0
48.047035,-66.679268,10.3,304.973,0
48.046633,-66.680334,10.1,305.064,0
48.04623,-66.6814,11,305.156,0
48.04596,-66.68212,10.5,305.217,0
48.04569,-66.68284,9.4,305.278,-1
48.04545,-66.68347,9,305.332,-1
48.04521,-66.6841,8.6,305.386,-1
48.0449,-66.68494,8,305.458,-1
48.04461,-66.68565,6.1,305.52,-2
48.04444,-66.68608,5.1,305.557,-2
48.04433,-66.68633,4.5,305.579,-3
48.04419,-66.68664,4,305.607,-3
48.04409,-66.68685,3.9,305.626,-2
48.04381,-66.68742,2.5,305.679,-2
48.04356,-66.6879,2,305.724,-2
48.04336,-66.68828,1,305.76,-2
48.0432,-66.68856,1,305.788,-1
48.043,-66.68891,1,305.822,-1
48.04278,-66.68928,2,305.859,0
48.04246,-66.68981,3.6,305.912,2
48.042075,-66.690445,5,305.976,3
48.04169,-66.69108,5,306.039,1
48.04127,-66.691767,5,306.109,0
48.04085,-66.692453,5,306.178,0
48.04043,-66.69314,4,306.247,-1
48.039923,-66.693967,4.6,306.331,0
48.039417,-66.694793,5,306.414,1
48.03891,-66.69562,5.1,306.498,0
48.03854,-66.69622,6,306.558,1
48.03822,-66.69673,7,306.61,2
48.03783,-66.69737,8,306.675,2
48.03759,-66.69775,8.1,306.714,1
48.03717,-66.69842,7,306.782,-1
48.03701,-66.69868,7,306.808,-1
48.03657,-66.699405,7,306.881,-1
48.03613,-66.70013,7,306.954,0
48.03565,-66.700915,8,307.033,1
48.03517,-66.7017,9.6,307.113,2
48.03482,-66.70226,10,307.17,1
48.03445,-66.70285,10,307.23,0
48.03419,-66.70324,10.2,307.271,0
48.03398,-66.70356,10.5,307.304,0
48.03374,-66.70393,11,307.343,1
48.03339,-66.70446,12,307.398,1
48.03307,-66.70492,12,307.447,1
48.03274,-66.70541,12,307.499,0
48.03243,-66.70587,12,307.548,0
48.031914,-66.706652,14,307.63,2
48.031398,-66.707434,15.2,307.711,2
48.030882,-66.708216,14.5,307.793,0
48.030366,-66.708998,12,307.875,-2
48.02985,-66.70978,9.1,307.957,-3
48.029301,-66.710601,7,308.043,-3
48.028753,-66.711423,6.7,308.13,-1
48.028204,-66.712244,6,308.216,-1
48.027656,-66.713066,7,308.302,0
48.027107,-66.713887,8,308.389,1
48.026559,-66.714709,8,308.475,1
48.02601,-66.71553,6.9,308.562,-1
48.025384,-66.716474,8.9,308.661,0
48.024758,-66.717418,8,308.76,1
48.024132,-66.718362,8,308.859,0
48.023506,-66.719306,8,308.958,0
48.02288,-66.72025,7,309.057,-1
48.02255,-66.72075,7,309.109,-1
48.02222,-66.72125,7.7,309.161,1
48.021875,-66.721775,7,309.216,0
48.02153,-66.7223,7,309.271,-1
48.02117,-66.72281,6.7,309.326,0
48.02101,-66.72303,6.5,309.35,0
48.02062,-66.7235,6.3,309.406,-1
48.02017,-66.72401,6,309.469,0
48.01955,-66.7247,6,309.555,0
48.01902,-66.72532,6,309.63,0
48.01849,-66.72594,7,309.705,1
48.01796,-66.72656,6.3,309.78,0
48.01767,-66.72694,6.8,309.822,0
48.01735,-66.72741,7.8,309.872,0
48.01709,-66.72786,10.5,309.917,3
48.01693,-66.72814,10.9,309.944,3
48.01656,-66.72891,13.6,310.015,4
48.01628,-66.72953,16,310.07,4
48.01612,-66.72996,17.7,310.107,4
48.01603,-66.73028,19,310.133,5
48.01592,-66.73063,19.1,310.162,4
48.01577,-66.73114,20,310.203,3
48.01565,-66.73161,20,310.241,1
48.01554,-66.73217,20,310.284,1
48.01545,-66.73265,20,310.321,0
48.01537,-66.73322,19.2,310.365,-1
48.01531,-66.7337,19,310.401,-1
48.01524,-66.73431,18.4,310.447,-1
48.01522,-66.73448,18.1,310.46,-1
48.015155,-66.735285,17.9,310.52,-1
48.01509,-66.73609,17,310.581,-1
48.01502,-66.73673,16.1,310.629,-2
48.01494,-66.73755,14.9,310.691,-2
48.014825,-66.738565,12.8,310.767,-2
48.01471,-66.73958,11,310.844,-3
48.014595,-66.740595,14.2,310.921,1
48.01448,-66.74161,18,310.997,5
48.01436,-66.74257,17.9,311.07,3
48.01424,-66.74353,16.2,311.143,-1
48.0141,-66.74453,14.4,311.219,-2
48.0139,-66.74561,12.7,311.302,-2
48.0137,-66.74669,10.1,311.386,-3
48.013487,-66.747747,8.9,311.468,-2
48.013273,-66.748803,10.6,311.55,0
48.01306,-66.74986,11.4,311.632,2
48.01288,-66.750773,12.6,311.703,1
48.0127,-66.751687,11.3,311.774,0
48.01252,-66.7526,10.4,311.845,-2
48.01231,-66.75351,13.3,311.917,1
48.01207,-66.75444,13.5,311.991,2
48.01179,-66.75531,13.7,312.063,0
48.01142,-66.75623,14.2,312.143,0
48.01116,-66.75683,11.8,312.196,-1
48.01088,-66.75741,11.1,312.249,-3
48.0105,-66.7581,11,312.316,-1
48.010175,-66.75871,11.2,312.374,0
48.00985,-66.75932,11.7,312.432,1
48.00936,-66.76017,16.6,312.516,4
48.00887,-66.76102,15.9,312.599,2
48.00834,-66.76198,13.6,312.692,-2
48.00791,-66.76262,11.3,312.759,-3
48.00772,-66.7629,10.3,312.789,-3
48.00744,-66.76326,9.7,312.83,-3
48.00704,-66.7637,8.8,312.885,-2
48.00652,-66.76425,7.2,312.956,-2
48.00606,-66.76473,2.7,313.019,-5
48.00587,-66.7649,2.1,313.043,-4
48.00551,-66.76524,3.4,313.091,-3
48.00528,-66.76545,2,313.121,-1
48.004795,-66.76592,3,313.185,1
48.00431,-66.76639,5,313.25,2
48.003715,-66.76692,9.6,313.327,5
48.00312,-66.76745,13.8,313.404,6
48.00269,-66.76785,17.1,313.46,6
48.00226,-66.76825,20,313.517,5
48.00157,-66.76893,20.1,313.609,2
48.00116,-66.7694,19.9,313.666,0
48.00093,-66.76969,22,313.7,1
48.00076,-66.76995,24.4,313.727,4
48.00057,-66.77025,24.1,313.757,3
48.00036,-66.77063,23.6,313.794,3
48.00015,-66.77112,19.7,313.837,-4
47.99971,-66.77212,19.5,313.927,-3
47.99938,-66.77297,17.9,314,-1
47.99904,-66.7738,19,314.072,0
47.99887,-66.77429,20.6,314.113,2
47.99868,-66.77485,21.9,314.16,2
47.99853,-66.77544,27.8,314.207,6
47.99843,-66.77591,29.2,314.244,7
47.99834,-66.77642,32.5,314.283,9
47.99823,-66.77725,36.6,314.346,7
47.99811,-66.77828,33.6,314.424,1
47.99799,-66.77931,26,314.502,-7
47.99787,-66.78018,17.7,314.568,-11
47.99776,-66.78097,25.6,314.628,0
47.9976,-66.78197,37.1,314.705,14
47.99738,-66.78325,41,314.803,9
47.99718,-66.78433,36,314.887,-1
47.99702,-66.78511,27,314.948,-10
47.99684,-66.78595,21.1,315.013,-12
47.996607,-66.786963,16.3,315.093,-7
47.996373,-66.787977,18.2,315.173,-2
47.99614,-66.78899,9.8,315.253,-4
47.99597,-66.78986,8.6,315.32,-7
47.9958,-66.79073,8.4,315.388,-1
47.99571,-66.79114,6.4,315.42,-2
47.99562,-66.7917,5.4,315.463,-2
47.99557,-66.79208,5.5,315.492,-3
47.99553,-66.7924,5.2,315.516,-3
47.99546,-66.79308,5,315.567,0
47.99543,-66.79348,6.1,315.597,1
47.99543,-66.79391,7.7,315.629,2
47.99543,-66.795,9.6,315.71,3
47.995475,-66.7957,9.9,315.763,2
47.99552,-66.7964,10.2,315.815,1
47.99562,-66.79771,10.5,315.913,0
47.995695,-66.798545,12.8,315.976,2
47.99577,-66.79938,16.1,316.039,4
47.995843,-66.8003,13.1,316.108,0
47.995917,-66.80122,11.5,316.177,-3
47.99599,-66.80214,10,316.246,-2
47.99604,-66.80292,12,316.304,0
47.99606,-66.80389,14.3,316.377,3
47.99608,-66.80493,17.3,316.454,4
47.99605,-66.80627,18,316.554,2
47.99604,-66.80687,16.6,316.599,0
47.99605,-66.80759,15.4,316.652,-1
47.99609,-66.80842,16.3,316.714,0
47.99616,-66.80912,14.8,316.767,-1
47.99632,-66.81001,13.6,316.836,-2
47.99651,-66.81079,13.8,316.898,-1
47.99667,-66.81137,12.9,316.944,-1
47.99701,-66.81238,14.4,317.029,0
47.99741,-66.81356,19.5,317.127,4
47.99768,-66.81454,21.5,317.206,4
47.9979,-66.81542,18.2,317.276,-1
47.99807,-66.81613,18.9,317.332,-2
47.99824,-66.81684,17.1,317.388,-1
47.99837,-66.81745,19.2,317.436,0
47.998573,-66.818465,22,317.515,4
47.998775,-66.81948,23,317.594,2
47.998978,-66.820495,22.8,317.673,1
47.99918,-66.82151,19.9,317.752,-2
47.999418,-66.822707,19.1,317.845,-2
47.999655,-66.823905,19,317.938,0
47.999893,-66.825103,22.3,318.031,2
48.00013,-66.8263,23.4,318.124,2
48.000358,-66.827422,24.3,318.211,1
48.000586,-66.828544,23.7,318.298,0
48.000814,-66.829666,22.9,318.386,-1
48.001042,-66.830788,19.7,318.473,-2
48.00127,-66.83191,24.2,318.56,1
48.001503,-66.833087,24.1,318.652,2
48.001737,-66.834263,24.3,318.743,0
48.00197,-66.83544,28.1,318.835,2
48.002245,-66.83669,26,318.933,1
48.00252,-66.83794,22.7,319.031,-3
48.00265,-66.83861,21.3,319.083,-3
48.00271,-66.83898,20.8,319.111,-3
48.00276,-66.83947,20.3,319.148,-2
48.00279,-66.83994,20.5,319.183,-1
48.00281,-66.84082,21.6,319.249,1
48.00279,-66.84175,19.8,319.318,-1
48.00274,-66.84221,19.8,319.353,-2
48.00266,-66.84292,19.8,319.406,-1
48.0026,-66.84332,19.6,319.437,0
48.00247,-66.84402,19.6,319.491,0
48.00234,-66.84472,16.7,319.545,-3
48.00212,-66.84589,19,319.636,0
48.00204,-66.84643,20,319.677,2
48.00199,-66.84687,20,319.71,2
48.00196,-66.84724,19.7,319.738,1
48.00195,-66.84748,19.6,319.756,1
48.00194,-66.84805,20.6,319.798,1
48.00196,-66.84868,22.6,319.845,3
48.00202,-66.8497,24.5,319.921,3
48.002095,-66.850575,22.7,319.987,0
48.00217,-66.85145,20,320.053,-3
48.002235,-66.852195,19.7,320.109,-2
48.0023,-66.85294,19.1,320.165,-1
48.00232,-66.85325,18,320.188,-1
48.00233,-66.85342,18.3,320.201,-1
48.00235,-66.85448,20,320.28,1
48.00234,-66.85527,19.1,320.339,1
48.00231,-66.8561,20,320.4,0
48.00222,-66.85703,20,320.47,1
48.00213,-66.85782,20,320.53,0
48.00204,-66.85836,20,320.572,0
48.00188,-66.85916,19.8,320.634,0
48.00164,-66.86016,19.2,320.713,-1
48.00139,-66.86121,17.6,320.796,-1
48.00115,-66.86221,18,320.875,-1
48.00091,-66.86321,18.7,320.954,1
48.000755,-66.86392,18.3,321.01,0
48.0006,-66.86463,17.5,321.065,-1
48.000377,-66.865723,12.4,321.151,-4
48.000153,-66.866817,7.5,321.236,-6
47.99993,-66.86791,6.9,321.321,-3
47.999733,-66.86887,5.2,321.396,-1
47.999537,-66.86983,5,321.47,-1
47.99934,-66.87079,8.9,321.545,3
47.99911,-66.871965,15.3,321.636,6
47.99888,-66.87314,14.2,321.728,3
47.998645,-66.874315,12.2,321.819,-2
47.99841,-66.87549,15,321.91,0
47.99817,-66.8767,16.4,322.004,2
47.99793,-66.87791,20,322.098,3
47.997728,-66.878935,19.9,322.178,2
47.997525,-66.87996,9,322.258,-7
47.997323,-66.880985,7.7,322.337,-8
47.99712,-66.88201,5.5,322.417,-2
47.996903,-66.883098,8.3,322.501,0
47.996685,-66.884185,11.1,322.586,3
47.996468,-66.885273,7,322.67,-1
47.99625,-66.88636,8.7,322.755,-1
47.996085,-66.88705,9.6,322.81,2
47.99592,-66.88774,14,322.864,5
47.99572,-66.8887,19.2,322.939,7
47.99553,-66.88937,21,322.993,5
47.99529,-66.89021,20.8,323.061,1
47.99495,-66.89134,23.5,323.154,2
47.99462,-66.89237,22.1,323.239,1
47.99437,-66.89303,21.6,323.295,-1
47.99401,-66.89397,21.7,323.376,0
47.99377,-66.89454,21.9,323.426,0
47.99353,-66.89511,23,323.476,1
47.99313,-66.896005,29.3,323.556,6
47.99273,-66.8969,30.4,323.637,5
47.99233,-66.897795,30.1,323.717,1
47.99193,-66.89869,23.8,323.797,-4
47.991517,-66.899637,21.6,323.881,-5
47.991103,-66.900583,20.4,323.965,-2
47.99069,-66.90153,23.9,324.05,1
47.99043,-66.90216,24.1,324.105,3
47.99005,-66.90316,20.2,324.19,-3
47.98978,-66.90396,14.9,324.257,-6
47.98953,-66.90481,12.6,324.326,-6
47.98932,-66.9056,14.6,324.39,0
47.98904,-66.9068,17.4,324.484,3
47.988833,-66.907773,19.4,324.56,3
47.988627,-66.908747,24.5,324.636,5
47.98842,-66.90972,20.3,324.713,1
47.988227,-66.91061,13.1,324.782,-8
47.988033,-66.9115,8.1,324.852,-9
47.98784,-66.91239,10.2,324.922,-2
47.98758,-66.91361,11.7,325.017,2
47.98745,-66.91418,12,325.062,1
47.98732,-66.91479,14.5,325.11,2
47.98705,-66.91577,15.1,325.189,2
47.9868,-66.9166,15.9,325.256,1
47.98655,-66.91743,15.1,325.324,0
47.98641,-66.91796,16,325.367,0
47.98631,-66.91841,14.6,325.402,-1
47.98616,-66.919185,16,325.462,1
47.98601,-66.91996,18.4,325.522,3
47.98577,-66.92105,24.7,325.608,6
47.98563,-66.92157,28,325.649,7
47.98549,-66.92197,28.5,325.683,6
47.98531,-66.92237,30.5,325.719,5
47.98488,-66.92285,27.3,325.779,-1
47.98467,-66.92313,28.3,325.81,0
47.98421,-66.92372,27.2,325.878,-2
47.98374,-66.92432,22,325.946,-5
47.98371,-66.92437,22,325.951,-4
47.98338,-66.92478,18,325.999,-8
47.98293,-66.92539,16.8,326.067,-4
47.98277,-66.92562,15.8,326.092,-4
47.9825,-66.92603,15,326.134,-2
47.98221,-66.9265,14.3,326.182,-2
47.98189,-66.92708,13.5,326.238,-1
47.98159,-66.92762,14,326.29,0
47.98139,-66.928,15.3,326.326,1
47.98125,-66.9283,15.7,326.354,2
47.981,-66.92878,17.6,326.399,3
47.9807,-66.92946,17.6,326.46,2
47.98043,-66.93013,15.7,326.518,-2
47.98022,-66.93065,15,326.563,-2
47.98001,-66.93126,16.5,326.614,-1
47.9798,-66.93187,27.2,326.665,12
47.97957,-66.93265,35.4,326.729,16
47.9794,-66.9333,32.8,326.781,5
47.97923,-66.93395,29.4,326.833,-6
47.979065,-66.93466,25,326.889,-7
47.9789,-66.93537,25.8,326.945,-3
47.9789,-66.93547,26.8,326.952,-2
47.97882,-66.93575,27.7,326.975,-1
47.9787,-66.93614,28.6,327.007,3
47.97852,-66.93668,28.8,327.052,3
47.97842,-66.93696,29.2,327.076,2
47.97834,-66.93713,29.3,327.091,1
47.97828,-66.93726,29.1,327.103,1
47.97816,-66.93749,28.4,327.125,0
47.97776,-66.9382,27.4,327.194,-2
47.97734,-66.93877,25.1,327.257,-2
47.97695,-66.93927,23.5,327.314,-3
47.97674,-66.93955,22.7,327.345,-3
47.97647,-66.9399,23.4,327.385,-1
47.97631,-66.94012,23.8,327.409,-1
47.97604,-66.94049,23.9,327.45,1
47.97603,-66.9405,24,327.452,1
47.97568,-66.94096,26.2,327.503,2
47.97552,-66.94114,25.9,327.526,2
47.97536,-66.94135,26.2,327.549,2
47.97525,-66.94153,27.5,327.568,3
47.97515,-66.94171,29.2,327.585,4
47.97509,-66.94184,30.6,327.597,5
47.97503,-66.94202,32.6,327.612,6
47.97484,-66.94272,39.2,327.668,12
47.97477,-66.94306,38.6,327.695,9
47.97474,-66.9433,36.1,327.713,3
47.97473,-66.94353,33.9,327.73,1
47.97473,-66.94377,31.8,327.748,-1
47.97476,-66.94421,28.2,327.781,-10
47.97479,-66.9444,27.1,327.795,-11
47.97482,-66.94454,26.7,327.806,-11
47.97491,-66.94493,25.8,327.837,-8
47.97498,-66.94512,26.4,327.853,-5
47.97506,-66.94536,25.9,327.873,-5
47.9752,-66.94569,24.3,327.902,-3
47.97535,-66.946,22.7,327.931,-3
47.975893,-66.946703,20.2,328.011,-4
47.976437,-66.947407,15.2,328.091,-5
47.97698,-66.94811,12.3,328.171,-5
47.97759,-66.948875,11.3,328.26,-2
47.9782,-66.94964,13.3,328.348,1
47.978795,-66.950475,12,328.439,0
47.97939,-66.95131,13.8,328.53,0
47.97976,-66.95184,14.1,328.587,1
47.98,-66.95223,13.8,328.627,1
47.98035,-66.95283,16.4,328.686,2
47.9807,-66.95346,19.2,328.747,5
47.98109,-66.9542,23.2,328.817,5
47.98149,-66.955,25.3,328.891,4
47.98184,-66.95569,25.9,328.956,2
47.98204,-66.9561,26,328.994,1
47.98233,-66.95669,26.4,329.048,1
47.98263,-66.95731,28.7,329.105,2
47.98299,-66.95803,27.7,329.172,1
47.98332,-66.95871,28.2,329.235,0
47.9837,-66.9595,30.5,329.307,2
47.98387,-66.95988,29.4,329.341,1
47.984,-66.96021,29,329.37,1
47.98413,-66.96055,27.7,329.399,0
47.98431,-66.96108,26.9,329.443,-2
47.98449,-66.96176,27.4,329.498,-1
47.98462,-66.96228,25.6,329.539,-2
47.9848,-66.96306,24.9,329.601,-2
47.985,-66.96396,30.7,329.671,4
47.98526,-66.96507,28.5,329.759,2
47.9854,-66.9656,23.9,329.801,-5
47.98561,-66.96632,17.8,329.86,-11
47.98586,-66.96712,19.8,329.926,-3
47.98599,-66.96748,20.5,329.956,-2
47.98638,-66.96867,20.9,330.055,1
47.98662,-66.96936,17.9,330.113,-2
47.9867,-66.96959,17.4,330.132,-2
47.98681,-66.96986,17,330.156,-4
47.98705,-66.97038,15.1,330.203,-4
47.98722,-66.97074,14.1,330.236,-3
47.98754,-66.97126,14.8,330.288,-2
47.9878,-66.97172,15.9,330.333,1
47.98793,-66.97194,16.1,330.355,2
47.98814,-66.97229,15.1,330.39,0
47.98828,-66.97254,15,330.414,0
47.98859,-66.97305,15.8,330.466,0
47.98908,-66.973875,17.7,330.548,2
47.98957,-66.9747,20.1,330.63,3
47.98986,-66.97517,20.9,330.678,2
47.99012,-66.97563,21.1,330.722,2
47.99028,-66.97595,21.1,330.752,1
47.99041,-66.97621,21.1,330.776,1
47.99059,-66.97664,20.7,330.814,0
