Latitude,Longitude,Elevation (metres),Distance (KMs),Gradient
48.09038,-69.23357,31.5,579.494,-6
48.090227,-69.23461,33.9,579.573,-1
48.090073,-69.23565,35,579.652,2
48.08992,-69.23669,34,579.731,0
48.08969,-69.23669,35,579.757,0
48.08939,-69.23662,36,579.79,1
48.08883,-69.23638,37.2,579.855,3
48.08853,-69.23617,38.1,579.892,2
48.08824,-69.23596,39.8,579.928,3
48.08821,-69.23594,39.9,579.932,3
48.0882,-69.23592,40,579.934,3
48.08818,-69.23589,40,579.937,3
48.08809,-69.23578,40.7,579.95,3
48.08762,-69.235055,43,580.025,4
48.08715,-69.23433,45,580.1,3
48.0867,-69.23363,46,580.172,2
48.086273,-69.232993,47.7,580.239,2
48.085847,-69.232357,49,580.306,2
48.08542,-69.23172,50,580.373,2
48.084913,-69.230907,51.1,580.456,1
48.084407,-69.230093,52,580.539,1
48.0839,-69.22928,53.2,580.621,1
48.08338,-69.22834,55,580.712,2
48.08286,-69.2274,56,580.803,2
48.08234,-69.22646,54,580.894,-1
48.08232,-69.22646,53.9,580.896,-1
48.0823,-69.22647,53.8,580.898,-1
48.08225,-69.2265,53.8,580.904,-2
48.08221,-69.22652,53.8,580.909,-2
48.08216,-69.22655,53.8,580.915,-2
48.08212,-69.22658,53.7,580.92,-2
48.08209,-69.22661,53.6,580.924,-2
48.08194,-69.22674,53.6,580.943,-2
48.08182,-69.22685,53.7,580.959,-1
48.08157,-69.22712,54.6,580.993,-1
48.08099,-69.22761,55.9,581.067,2
48.08041,-69.2281,57,581.142,2
48.08004,-69.228495,57,581.192,1
48.07967,-69.22889,56.5,581.243,-1
48.07936,-69.22919,56.3,581.284,0
48.07897,-69.22964,56.1,581.339,-1
48.07881,-69.22984,56.6,581.362,0
48.07869,-69.22996,57,581.378,0
48.07861,-69.23003,57,581.388,1
48.07854,-69.23009,57.2,581.397,1
48.0785,-69.23011,57.4,581.402,1
48.07847,-69.23013,57.6,581.406,1
48.07843,-69.23015,57.8,581.41,1
48.07838,-69.23015,58,581.416,1
48.077802,-69.231047,55,581.509,-3
48.077223,-69.231943,57,581.601,-1
48.076645,-69.23284,58.2,581.694,2
48.076067,-69.233737,58.1,581.787,1
48.075488,-69.234633,56,581.879,-1
48.07491,-69.23553,58.2,581.972,0
48.07449,-69.236207,58.2,582.041,1
48.07407,-69.236883,58,582.109,0
48.07365,-69.23756,57,582.178,-1
48.073065,-69.238432,56.9,582.27,-1
48.07248,-69.239305,55.7,582.362,-1
48.071895,-69.240178,54.9,582.454,-1
48.07131,-69.24105,57,582.546,1
48.070703,-69.24203,56,582.645,1
48.070097,-69.24301,56,582.745,0
48.06949,-69.24399,54,582.844,-1
48.06908,-69.24468,54.2,582.913,-1
48.06848,-69.2455,55,583.003,1
48.06788,-69.24632,53.9,583.094,0
48.06728,-69.24714,52,583.184,-2
48.06668,-69.24796,51.6,583.274,-1
48.066052,-69.248843,52,583.37,0
48.065423,-69.249727,52.6,583.466,1
48.064795,-69.25061,53,583.562,1
48.064167,-69.251493,52.9,583.658,0
48.063538,-69.252377,54.4,583.754,1
48.06291,-69.25326,55.6,583.85,1
48.06238,-69.254018,56,583.932,1
48.06185,-69.254775,57,584.013,1
48.06132,-69.255533,58,584.095,1
48.06079,-69.25629,59.6,584.177,2
48.060385,-69.256855,60,584.238,1
48.05998,-69.25742,60,584.3,0
48.059384,-69.258262,59.9,584.391,0
48.058788,-69.259104,59,584.482,-1
48.058192,-69.259946,57,584.574,-2
48.057596,-69.260788,55,584.665,-2
48.057,-69.26163,52.8,584.756,-2
48.056403,-69.26244,50,584.846,-3
48.055805,-69.26325,48,584.936,-3
48.055208,-69.26406,46,585.025,-2
48.05461,-69.26487,45,585.115,-2
48.053967,-69.265777,45.2,585.214,0
48.053323,-69.266683,45,585.312,0
48.05268,-69.267589,45,585.41,0
48.052036,-69.268496,45,585.509,0
48.051393,-69.269403,43.3,585.607,-1
48.050749,-69.270309,43.1,585.706,-1
48.050106,-69.271215,45,585.804,1
48.049462,-69.272122,46.6,585.902,2
48.048819,-69.273029,48,586.001,2
48.048175,-69.273935,49.1,586.099,1
48.047532,-69.274841,50,586.198,1
48.046888,-69.275748,51,586.296,1
48.046245,-69.276654,52,586.394,1
48.045601,-69.277561,52,586.493,1
48.044958,-69.278468,51,586.591,-1
48.044314,-69.279374,49,586.69,-2
48.043671,-69.28028,47,586.788,-2
48.043027,-69.281187,46.8,586.886,-1
48.042384,-69.282093,46,586.985,-1
48.04174,-69.283,46,587.083,0
48.04148,-69.28337,46,587.123,0
48.040913,-69.28412,45,587.207,-1
48.040347,-69.28487,45,587.292,-1
48.03978,-69.28562,45,587.376,0
48.039213,-69.28637,44,587.46,-1
48.038647,-69.28712,45,587.544,0
48.03808,-69.28787,44.8,587.629,0
48.037587,-69.288477,44,587.7,-1
48.037093,-69.289083,44,587.771,-1
48.0366,-69.28969,45,587.842,1
48.036125,-69.29042,45,587.918,1
48.03565,-69.29115,45,587.993,0
48.03527,-69.291525,45,588.044,0
48.03489,-69.2919,45,588.095,0
48.034193,-69.292385,45.8,588.18,1
48.033495,-69.29287,45.5,588.266,0
48.032798,-69.293355,46,588.352,0
48.0321,-69.29384,46.7,588.437,1
48.031427,-69.29408,47,588.514,1
48.030753,-69.29432,48,588.591,1
48.03008,-69.29456,49,588.669,1
48.029268,-69.294747,50,588.76,1
48.028455,-69.294935,49.7,588.852,0
48.027643,-69.295122,49,588.943,-1
48.02683,-69.29531,49,589.035,0
48.026223,-69.295457,49,589.103,0
48.025617,-69.295603,49,589.171,0
48.02501,-69.29575,50,589.24,1
48.024193,-69.295943,49,589.332,0
48.023377,-69.296137,48.3,589.424,-1
48.02256,-69.29633,47,589.516,-1
48.021913,-69.29658,46,589.59,-1
48.021267,-69.29683,45.2,589.665,-1
48.02062,-69.29708,45.7,589.739,0
48.01986,-69.29739,46.5,589.827,1
48.019223,-69.297873,46.9,589.906,1
48.018587,-69.298357,47.3,589.986,1
48.01795,-69.29884,48.2,590.065,1
48.017315,-69.29941,49.5,590.148,1
48.01668,-69.29998,49.2,590.23,1
48.01612,-69.300665,48,590.311,-1
48.01556,-69.30135,48,590.391,-1
48.015045,-69.302248,48.2,590.479,0
48.01453,-69.303145,48,590.567,0
48.014015,-69.304043,48,590.655,0
48.0135,-69.30494,48.5,590.743,0
48.01299,-69.305853,49,590.832,1
48.01248,-69.306767,49,590.921,0
48.01197,-69.30768,48,591.009,-1
48.01146,-69.308593,47,591.098,-1
48.01095,-69.309507,45,591.186,-2
48.01044,-69.31042,45,591.275,-1
48.009914,-69.311362,42,591.366,-2
48.009388,-69.312304,39,591.458,-3
48.008862,-69.313246,40.1,591.549,-1
48.008336,-69.314188,42,591.64,2
48.00781,-69.31513,42,591.732,1
48.007257,-69.31611,41.4,591.827,0
48.006703,-69.31709,41,591.923,-1
48.00615,-69.31807,42,592.018,0
48.00567,-69.319092,42,592.111,1
48.00519,-69.320114,42,592.204,0
48.00471,-69.321136,42,592.297,0
48.00423,-69.322158,42.2,592.39,0
48.00375,-69.32318,42,592.483,0
48.00325,-69.32429,40,592.583,-1
48.00275,-69.3254,38,592.683,-2
48.002353,-69.32646,37,592.773,-2
48.001957,-69.32752,36,592.864,-1
48.00156,-69.32858,35.8,592.954,-1
48.00122,-69.329607,35,593.039,-1
48.00088,-69.330633,34.8,593.125,-1
48.00054,-69.33166,34,593.21,-1
48.000283,-69.332677,33,593.291,-1
48.000027,-69.333693,32.4,593.372,-1
47.99977,-69.33471,30,593.453,-2
47.999513,-69.335967,29.4,593.551,-2
47.999257,-69.337223,30,593.649,0
47.999,-69.33848,30,593.746,0
47.998863,-69.339363,30,593.814,0
47.998727,-69.340247,31,593.882,1
47.99859,-69.34113,30,593.949,0
47.99848,-69.342025,23.6,594.017,-5
47.99837,-69.34292,27.5,594.085,-2
47.998187,-69.34417,32.1,594.18,5
47.998003,-69.34542,37.4,594.275,5
47.99782,-69.34667,44.3,594.371,6
47.99769,-69.347375,45,594.425,5
47.99756,-69.34808,45,594.48,1
47.99741,-69.349095,45,594.557,0
47.99726,-69.35011,45,594.634,0
47.997077,-69.351383,44,594.731,-1
47.996893,-69.352657,41.4,594.828,-2
47.99671,-69.35393,39.1,594.926,-3
47.996527,-69.355203,37.6,595.023,-2
47.996343,-69.356477,35.3,595.12,-2
47.99616,-69.35775,32.8,595.217,-2
47.995977,-69.359023,29.9,595.314,-3
47.995793,-69.360297,27,595.411,-3
47.99561,-69.36157,24.3,595.508,-3
47.9955,-69.36205,24,595.545,-2
47.99538,-69.36277,24,595.601,-2
47.99524,-69.363665,24,595.669,0
47.9951,-69.36456,23.2,595.738,-1
47.99494,-69.36573,23,595.827,-1
47.99489,-69.36627,23,595.867,0
47.99475,-69.36718,23.3,595.937,0
47.9946,-69.36794,24,595.996,1
47.99439,-69.36901,24,596.079,0
47.99417,-69.36991,23,596.15,-1
47.99393,-69.37078,23.1,596.22,-1
47.99371,-69.37153,23.4,596.281,0
47.9935,-69.37222,24,596.338,1
47.99329,-69.37284,24,596.39,1
47.993065,-69.373475,25,596.443,1
47.99284,-69.37411,25.2,596.497,1
47.99247,-69.37502,25,596.576,0
47.99207,-69.37587,25,596.653,0
47.99157,-69.3769,25.8,596.748,0
47.99111,-69.37777,26,596.831,1
47.99081,-69.37836,25.8,596.886,0
47.99043,-69.37903,26,596.951,0
47.98994,-69.37983,26,597.032,0
47.98935,-69.38071,26,597.125,0
47.989025,-69.38119,25.3,597.176,-1
47.9887,-69.38167,25,597.227,-1
47.98809,-69.3825,23.1,597.319,-2
47.98755,-69.38318,24,597.397,-1
47.987185,-69.38365,23.9,597.451,1
47.98682,-69.38412,23,597.505,-1
47.986385,-69.384655,23,597.567,-1
47.98595,-69.38519,22,597.63,-1
47.98551,-69.38575,22,597.694,-1
47.98507,-69.38631,22.7,597.759,1
47.98487,-69.38655,23,597.787,1
47.98481,-69.38663,23,597.796,1
47.9848,-69.38664,23,597.797,1
47.98454,-69.38696,23,597.835,1
47.983904,-69.387747,24,597.927,1
47.983268,-69.388535,24.6,598.019,1
47.982631,-69.389322,25,598.111,1
47.981995,-69.39011,24.2,598.203,0
47.981359,-69.390897,23,598.295,-1
47.980723,-69.391685,23.2,598.387,-1
47.980086,-69.392472,23,598.479,0
47.97945,-69.39326,23,598.571,0
47.97905,-69.39374,23.1,598.628,0
47.97865,-69.39422,23.4,598.685,0
47.977998,-69.395026,23.6,598.779,0
47.977346,-69.395832,24,598.873,0
47.976694,-69.396638,25.4,598.968,1
47.976042,-69.397444,26,599.062,1
47.97539,-69.39825,29,599.156,2
47.974701,-69.399101,30,599.256,2
47.974013,-69.399953,30.1,599.355,1
47.973324,-69.400804,31,599.455,1
47.972635,-69.401655,31.1,599.554,0
47.971946,-69.402506,32,599.654,1
47.971258,-69.403357,32,599.753,0
47.970569,-69.404209,33,599.853,1
47.96988,-69.40506,33,599.952,0
47.96934,-69.405725,33,600.03,0
47.9688,-69.40639,33,600.108,0
47.96836,-69.406935,34,600.172,1
47.96792,-69.40748,35,600.235,2
47.96755,-69.40794,35.9,600.289,2
47.96718,-69.4084,36.2,600.342,1
47.96663,-69.40907,37,600.421,1
47.96598,-69.40988,39,600.516,2
47.96559,-69.410365,40,600.572,2
47.9652,-69.41085,41,600.629,2
47.9649,-69.41121,41.6,600.672,2
47.96426,-69.41199,43.1,600.763,2
47.96402,-69.41228,44,600.798,2
47.96362,-69.41277,45,600.855,2
47.963,-69.41359,45,600.948,1
47.96262,-69.41413,45,601.006,0
47.96232,-69.41458,45,601.053,0
47.96198,-69.41512,44,601.109,-1
47.96158,-69.41579,43,601.176,-2
47.96121,-69.41646,43.1,601.24,-1
47.96093,-69.41698,43.7,601.29,1
47.96064,-69.41757,44,601.345,1
47.960345,-69.418195,44,601.402,0
47.96005,-69.41882,44,601.459,0
47.959775,-69.4194,45,601.512,1
47.9595,-69.41998,45,601.565,1
47.95922,-69.42057,45,601.618,0
47.95872,-69.42164,45,601.716,0
47.958385,-69.42234,45,601.78,0
47.95805,-69.42304,45,601.844,0
47.95769,-69.4238,45,601.913,0
47.95749,-69.42425,45.4,601.954,0
47.95742,-69.42444,45.7,601.97,1
47.95729,-69.42471,46,601.995,1
47.95685,-69.425667,46,602.081,0
47.95641,-69.426623,45.9,602.168,0
47.95597,-69.42758,45.3,602.254,0
47.95557,-69.42846,41.5,602.333,-3
47.95522,-69.42924,37.1,602.403,-5
47.95501,-69.4297,34.6,602.445,-6
47.95472,-69.43031,31.3,602.501,-6
47.9546,-69.43057,30.3,602.524,-6
47.95449,-69.43082,29.9,602.547,-5
47.95439,-69.43101,29.5,602.565,-4
47.95415,-69.43155,27.8,602.613,-3
47.95391,-69.43207,28.2,602.66,-1
47.95372,-69.43249,28.1,602.698,-1
47.95352,-69.43291,27,602.736,-1
47.95328,-69.43343,26,602.783,-2
47.95298,-69.43408,25.7,602.842,-1
47.95267,-69.43475,25.6,602.903,0
47.95218,-69.43578,26,602.997,0
47.95169,-69.43684,26,603.093,0
47.95125,-69.43777,25,603.178,-1
47.95081,-69.4387,25,603.263,-1
47.950375,-69.439625,26,603.347,1
47.94994,-69.44055,26,603.431,1
47.94977,-69.44092,26,603.465,0
47.94949,-69.44151,26,603.519,0
47.94931,-69.44189,26,603.553,0
47.94914,-69.44221,26,603.584,0
47.949,-69.44248,26,603.609,0
47.94898,-69.44251,26,603.613,0
47.94883,-69.44278,27,603.639,1
47.94856,-69.44326,27,603.685,1
47.94826,-69.44375,28,603.735,2
47.94808,-69.44402,28,603.763,1
47.9479,-69.44429,28.2,603.792,1
47.94753,-69.44482,29.2,603.849,1
47.94724,-69.44524,30,603.894,2
47.94698,-69.44556,31.4,603.931,2
47.94676,-69.44583,32.3,603.963,3
47.94646,-69.44617,34,604.005,4
47.94628,-69.44637,34.8,604.03,4
47.94601,-69.44665,36.3,604.066,4
47.94569,-69.44697,37.9,604.109,4
47.94546,-69.4472,39,604.14,4
47.94515,-69.44746,40.2,604.18,3
47.9447,-69.44785,42,604.238,3
47.94429,-69.44816,43.3,604.289,3
47.94371,-69.44857,44.9,604.36,2
47.94361,-69.44868,45,604.374,2
47.94308,-69.44905,45,604.439,1
47.94263,-69.44937,45,604.495,0
47.94217,-69.44969,45,604.551,0
47.94182,-69.44992,46.7,604.594,1
47.94173,-69.44998,47.2,604.605,2
47.94118,-69.45036,50.4,604.672,4
47.94053,-69.45082,53.2,604.752,4
47.93983,-69.45132,57,604.839,4
47.93906,-69.45187,60,604.934,4
47.93825,-69.45243,60,605.033,2
47.93746,-69.45299,60,605.13,0
47.937035,-69.45329,60,605.183,0
47.93661,-69.45359,60,605.235,0
47.936175,-69.453895,60,605.289,0
47.93574,-69.4542,59,605.342,-1
47.93496,-69.45476,59,605.438,-1
47.93423,-69.45527,59,605.528,0
47.933685,-69.455655,59,605.595,0
47.93314,-69.45604,58.8,605.662,0
47.93256,-69.456447,58,605.734,-1
47.93198,-69.456853,57,605.805,-1
47.9314,-69.45726,56,605.876,-1
47.93075,-69.45772,55,605.957,-1
47.9301,-69.45818,54,606.037,-1
47.92934,-69.458715,54,606.13,-1
47.92858,-69.45925,53.6,606.224,0
47.928115,-69.45958,53.2,606.281,-1
47.92765,-69.45991,52.2,606.338,-1
47.92711,-69.460295,51,606.405,-2
47.92657,-69.46068,50.5,606.472,-1
47.92605,-69.46104,49.9,606.535,-1
47.92556,-69.46141,49,606.596,-1
47.92542,-69.46152,48.8,606.614,-1
47.92527,-69.46164,48.4,606.633,-1
47.92499,-69.46188,48.2,606.669,-1
47.92478,-69.46206,47.8,606.696,-1
47.92465,-69.46218,47.3,606.713,-1
47.92452,-69.4623,47.1,606.73,-1
47.92431,-69.46251,46.6,606.758,-1
47.92385,-69.46297,46,606.82,-1
47.92325,-69.46359,45,606.901,-1
47.92256,-69.464305,43.2,606.995,-2
47.92187,-69.46502,42.1,607.088,-2
47.92144,-69.465465,42,607.146,-1
47.92101,-69.46591,42,607.205,0
47.92034,-69.46661,42,607.296,0
47.919915,-69.467055,42,607.353,0
47.91949,-69.4675,41.6,607.411,0
47.919095,-69.467905,41,607.465,-1
47.9187,-69.46831,40,607.518,-2
47.91835,-69.46866,40,607.565,-1
47.91802,-69.46899,39,607.609,-1
47.91768,-69.46932,39,607.654,-1
47.91748,-69.4695,38,607.68,-2
47.91706,-69.46988,38,607.735,-1
47.9165,-69.47037,37,607.807,-1
47.91602,-69.47078,37,607.869,-1
47.91546,-69.47126,37.6,607.941,0
47.9149,-69.47174,37.4,608.012,0
47.91434,-69.47222,37.7,608.084,0
47.913885,-69.47261,37.3,608.143,0
47.91343,-69.473,37,608.201,-1
47.912653,-69.473667,37,608.301,0
47.911877,-69.474333,36,608.401,-1
47.9111,-69.475,36,608.5,-1
47.91051,-69.4755,36,608.576,0
47.90992,-69.476,36,608.651,0
47.90937,-69.476475,36,608.722,0
47.90882,-69.47695,36,608.793,0
47.908087,-69.477577,36,608.887,0
47.907353,-69.478203,36,608.981,0
47.90662,-69.47883,35,609.075,-1
47.9061,-69.47928,35,609.142,-1
47.90558,-69.47973,35,609.209,0
47.90526,-69.48,35,609.25,0
47.90456,-69.48061,35.1,609.34,0
47.90435,-69.48079,35,609.367,0
47.90397,-69.4811,35,609.415,0
47.90332,-69.48167,35,609.499,0
47.90257,-69.48231,35,609.596,0
47.90201,-69.48279,34.4,609.667,0
47.90131,-69.48339,34,609.757,-1
47.90076,-69.48387,35,609.828,0
47.90033,-69.48425,34.9,609.884,1
47.89993,-69.48463,34.9,609.937,0
47.89959,-69.48494,34.6,609.981,0
47.89931,-69.48522,34.3,610.019,-1
47.89881,-69.48572,34,610.086,-1
47.898425,-69.486125,34,610.138,0
47.89804,-69.48653,33.6,610.19,0
47.89761,-69.486975,33.2,610.249,-1
47.89718,-69.48742,33.3,610.307,0
47.89651,-69.48813,33,610.398,0
47.89587,-69.4888,33,610.486,0
47.89536,-69.48933,33,610.555,0
47.89485,-69.48986,32,610.624,-1
47.89434,-69.49039,32,610.693,-1
47.89377,-69.49099,32,610.771,0
47.8932,-69.49159,32,610.848,0
47.892485,-69.492335,32,610.946,0
47.89177,-69.49308,32,611.043,0
47.89108,-69.4938,32,611.136,0
47.890583,-69.494313,32,611.204,0
47.890087,-69.494827,32,611.271,0
47.88959,-69.49534,31.3,611.338,-1
47.889077,-69.49588,31,611.408,-1
47.888563,-69.49642,31,611.478,0
47.88805,-69.49696,30.8,611.548,0
47.88737,-69.49769,30,611.641,-1
47.88718,-69.4979,30,611.668,-1
47.886805,-69.498295,30,611.719,0
47.88643,-69.49869,30.3,611.77,0
47.88603,-69.4991,31.7,611.824,2
47.88542,-69.49973,37.5,611.906,5
47.88483,-69.50035,39.7,611.987,5
47.88414,-69.50107,39,612.081,1
47.88354,-69.5017,39,612.162,0
47.88293,-69.50233,39.4,612.245,0
47.882555,-69.502725,39,612.296,0
47.88218,-69.50312,38,612.347,-1
47.88179,-69.50357,38,612.402,-1
47.88162,-69.50379,38,612.427,-1
47.88148,-69.50397,38,612.448,0
47.88125,-69.5043,37.1,612.483,-1
47.88108,-69.50455,37,612.51,-1
47.88088,-69.50484,37.6,612.541,0
47.88068,-69.50517,38.6,612.574,1
47.8805,-69.50547,37.3,612.604,0
47.8802,-69.50603,36,612.657,-1
47.87984,-69.50676,35,612.725,-2
47.87952,-69.50742,35.5,612.786,0
47.87923,-69.50804,34.3,612.842,-1
47.87876,-69.509013,34,612.932,-1
47.87829,-69.509987,33.3,613.021,-1
47.87782,-69.51096,33.6,613.111,0
47.877405,-69.511825,32.1,613.19,-1
47.87699,-69.51269,31.9,613.27,-1
47.876725,-69.513245,31.7,613.321,0
47.87646,-69.5138,30.3,613.372,-2
47.876125,-69.514495,30,613.435,-1
47.87579,-69.51519,28.5,613.499,-1
47.8755,-69.51578,29,613.554,-1
47.8753,-69.51619,28.1,613.592,-1
47.87519,-69.5164,28,613.612,0
47.875,-69.51676,28,613.646,0
47.87479,-69.51715,27.4,613.683,-1
47.87456,-69.51755,27,613.723,-1
47.87441,-69.51781,27,613.748,-1
47.87419,-69.51816,26.4,613.784,-1
47.87384,-69.51869,26,613.84,-1
47.87365,-69.51896,26,613.869,-1
47.8735,-69.51918,26,613.892,0
47.873165,-69.51963,25.9,613.942,0
47.87283,-69.52008,25.1,613.993,-1
47.8725,-69.52052,25,614.042,-1
47.87194,-69.521265,24.3,614.125,-1
47.87138,-69.52201,24,614.209,-1
47.87092,-69.52265,23,614.279,-1
47.87045,-69.523275,23,614.349,-1
47.86998,-69.5239,22,614.419,-1
47.86935,-69.52472,21.1,614.512,-1
47.868985,-69.525215,21.3,614.567,0
47.86862,-69.52571,21,614.622,0
47.86807,-69.52645,20,614.705,-1
47.867593,-69.527083,20,614.776,-1
47.867117,-69.527717,20,614.847,0
47.86664,-69.52835,19,614.918,-1
47.866107,-69.529067,17,614.998,-2
47.865573,-69.529783,17,615.078,-1
47.86504,-69.5305,17,615.158,0
47.864417,-69.531335,17,615.251,0
47.863793,-69.53217,17,615.344,0
47.86317,-69.533005,16.2,615.438,0
47.862547,-69.53384,16,615.531,-1
47.861923,-69.534675,16,615.624,0
47.8613,-69.53551,16,615.718,0
47.860935,-69.535995,16,615.772,0
47.86057,-69.53648,17,615.826,1
47.85991,-69.53737,17,615.925,1
47.85963,-69.53772,17,615.966,0
47.85945,-69.53795,17,615.993,0
47.85919,-69.53825,16,616.029,-1
47.8588,-69.5387,16,616.084,-1
47.85867,-69.53883,16,616.101,-1
47.85859,-69.53892,16,616.113,-1
47.85815,-69.53937,16,616.172,0
47.85812,-69.53947,16,616.18,0
47.8581,-69.53949,16,616.183,0
47.85808,-69.53952,16,616.186,0
47.85796,-69.53964,16,616.202,0
47.85757,-69.54006,16,616.256,0
47.85716,-69.54048,16,616.311,0
47.85685,-69.54084,16,616.355,0
47.85666,-69.54113,16,616.385,0
47.85655,-69.54134,16,616.405,0
47.85646,-69.54157,16,616.425,0
47.85629,-69.54219,16,616.475,0
47.85615,-69.54275,16,616.52,0
47.85597,-69.54351,16,616.58,0
47.85586,-69.54387,16,616.609,0
47.85573,-69.54418,16,616.637,0
47.85549,-69.54466,16,616.681,0
47.85534,-69.54495,15.3,616.709,-1
47.85532,-69.54498,15.1,616.712,-1
47.85513,-69.5454,15,616.75,-1
47.85506,-69.54552,14.9,616.762,-1
47.85498,-69.54544,14.7,616.772,-1
47.85464,-69.5451,15,616.818,0
47.85401,-69.54441,15,616.905,0
47.85338,-69.54372,15,616.992,0
47.8531,-69.54341,15,617.031,0
47.85281,-69.5431,15,617.07,0
47.85212,-69.54236,14,617.165,-1
47.85192,-69.54215,14,617.192,-1
47.85133,-69.54151,14,617.274,0
47.85125,-69.54145,14,617.284,0
47.851,-69.54118,14,617.318,0
47.8508,-69.54095,14,617.346,0
47.85046,-69.54058,14,617.393,0
47.84989,-69.53999,14.2,617.47,0
47.84982,-69.53982,14.6,617.485,0
47.84941,-69.53938,15,617.541,1
47.84891,-69.538845,15,617.61,0
47.84841,-69.53831,16,617.678,1
47.84806,-69.53794,16,617.726,1
47.84802,-69.5379,16.1,617.732,1
47.8479,-69.53779,16.8,617.747,1
47.84775,-69.53766,17,617.767,1
47.84767,-69.5376,17,617.776,1
47.84758,-69.53754,17,617.787,1
47.84741,-69.53746,17,617.807,1
47.84725,-69.5374,17,617.826,1
47.8471,-69.53735,17,617.843,1
47.84697,-69.53733,17.1,617.857,0
47.84683,-69.53731,17.6,617.873,1
47.84674,-69.5373,17.5,617.883,0
47.84664,-69.53731,17,617.894,0
47.8465,-69.53734,16.2,617.91,-1
47.84636,-69.53738,15.9,617.926,-1
47.84617,-69.53747,15.8,617.948,-1
47.84605,-69.53753,16,617.962,-1
47.84588,-69.53763,16,617.982,-1
47.84565,-69.5378,16,618.011,0
47.84508,-69.53825,17.7,618.083,2
47.84495,-69.53834,18,618.099,2
47.84438,-69.53878,18.1,618.17,1
47.84426,-69.53886,18,618.185,0
47.84419,-69.53891,18.2,618.194,0
47.84412,-69.53894,18.3,618.202,0
47.84404,-69.53897,18.4,618.211,0
47.84393,-69.539,18.9,618.223,1
47.84384,-69.53903,18.8,618.234,1
47.84373,-69.53904,18.8,618.246,1
47.84355,-69.53906,19.7,618.266,1
47.84335,-69.53905,20,618.288,2
47.84318,-69.53901,20.3,618.307,2
47.84288,-69.53895,23.3,618.341,4
47.84261,-69.53889,24.8,618.371,5
47.84198,-69.53872,30,618.443,7
47.84184,-69.53868,31.7,618.459,7
47.8416,-69.5386,33.1,618.486,7
47.84146,-69.53855,34.3,618.502,7
47.84135,-69.53853,34.9,618.514,7
47.84128,-69.53854,35.6,618.522,7
47.84123,-69.53854,36,618.528,7
47.84116,-69.53858,36.5,618.536,7
47.8411,-69.53864,36.5,618.544,6
47.84101,-69.53871,36.6,618.555,6
47.8408,-69.53892,37.6,618.584,5
47.84036,-69.539435,38.1,618.646,2
47.83992,-69.53995,37.7,618.708,0
47.83973,-69.54019,37.4,618.736,0
47.83962,-69.54031,38,618.751,0
47.83916,-69.54087,38.7,618.817,1
47.83907,-69.54075,39.2,618.831,1
47.839,-69.54066,39.9,618.841,2
47.83881,-69.54042,41.5,618.869,3
47.83869,-69.54028,42.9,618.886,4
47.83818,-69.53953,50.7,618.965,9
47.83776,-69.53905,56.8,619.024,10
47.83746,-69.53879,59.6,619.063,9
47.83728,-69.53862,60.1,619.087,8
47.83665,-69.53798,61,619.172,1
47.836275,-69.53761,59.5,619.222,0
47.8359,-69.53724,54.4,619.272,-7
47.83624,-69.5367,54.1,619.327,-5
47.83635,-69.53654,53.6,619.344,-5
47.83624,-69.5367,54.1,619.361,-4
47.8359,-69.53724,54.4,619.417,0
47.83563,-69.53765,54.9,619.459,1
47.83537,-69.53804,56.6,619.501,2
47.83481,-69.53888,59,619.589,3
47.8344,-69.5395,59,619.654,2
47.83435,-69.53958,59,619.662,2
47.83403,-69.54009,59,619.714,0
47.83392,-69.54025,59,619.731,0
47.83391,-69.54036,59,619.74,0
47.833433,-69.54104,59,619.813,0
47.832957,-69.54172,59,619.887,0
47.83248,-69.5424,59,619.96,0
47.832075,-69.542955,59,620.021,0
47.83167,-69.54351,59.8,620.083,1
47.831035,-69.54439,59.4,620.179,0
47.8304,-69.54527,59,620.276,0
47.8299,-69.54601,58.4,620.354,-1
47.829525,-69.546475,58,620.409,-1
47.82915,-69.54694,57.3,620.463,-1
47.82872,-69.54753,56.5,620.528,-1
47.82842,-69.54792,56.7,620.572,-1
47.82777,-69.54881,55,620.671,-1
47.82754,-69.54912,55,620.705,-1
47.82715,-69.54963,54,620.763,-1
47.82678,-69.55012,53,620.818,-2
47.82641,-69.55061,51,620.873,-3
47.82613,-69.55101,50,620.916,-3
47.82581,-69.55144,48.3,620.964,-3
47.82553,-69.55182,46.9,621.006,-3
47.82499,-69.55255,44,621.088,-3
47.82445,-69.55328,44,621.169,-2
47.82401,-69.55391,45,621.237,1
47.82344,-69.55482,45,621.33,1
47.823,-69.5555,45.3,621.4,0
47.82281,-69.55578,45.8,621.43,1
47.82244,-69.55634,45.9,621.489,1
47.82235,-69.5565,45.4,621.504,0
47.82174,-69.5573,43,621.595,-3
47.82147,-69.55763,43.1,621.634,-2
47.82133,-69.55782,43.3,621.655,-1
47.82117,-69.55806,42.5,621.68,-2
47.8209,-69.55852,42,621.726,-1
47.82078,-69.55874,42,621.747,-1
47.82064,-69.55901,41.4,621.772,-2
47.82042,-69.55949,41.1,621.816,-1
47.82013,-69.56023,40,621.88,-1
47.81994,-69.56071,38.3,621.922,-3
47.81987,-69.56092,38.7,621.939,-2
47.81977,-69.56121,39.1,621.964,-1
47.81972,-69.56135,39.3,621.975,-1
47.81968,-69.56149,39.9,621.987,0
